"hour","bc_us_MWh","bc_ab_MWh","datetime_pst"
19,-944,-11,2010-02-20 18:00:00
20,-1066,-8,2010-02-20 19:00:00
21,-979,-2,2010-02-20 20:00:00
22,-1295,-7,2010-02-20 21:00:00
23,-1631,2,2010-02-20 22:00:00
24,-1388,11,2010-02-20 23:00:00
1,-1090,-2,2010-03-20
2,-1007,1,2010-03-20 01:00:00
3,-1004,-5,2010-03-20 02:00:00
4,-1007,-4,2010-03-20 03:00:00
5,-1015,-7,2010-03-20 04:00:00
6,-821,-6,2010-03-20 05:00:00
7,-603,6,2010-03-20 06:00:00
8,-691,-4,2010-03-20 07:00:00
9,-1109,3,2010-03-20 08:00:00
10,-1056,0,2010-03-20 09:00:00
11,-1118,0,2010-03-20 10:00:00
12,-1090,0,2010-03-20 11:00:00
13,-1029,0,2010-03-20 12:00:00
14,-940,0,2010-03-20 13:00:00
15,-986,0,2010-03-20 14:00:00
16,-812,0,2010-03-20 15:00:00
17,-1323,0,2010-03-20 16:00:00
18,-493,0,2010-03-20 17:00:00
19,1255,0,2010-03-20 18:00:00
20,-392,0,2010-03-20 19:00:00
21,-1022,0,2010-03-20 20:00:00
22,-1662,0,2010-03-20 21:00:00
23,-1487,0,2010-03-20 22:00:00
24,-1643,0,2010-03-20 23:00:00
1,-1142,0,2010-04-20
2,-1226,0,2010-04-20 01:00:00
3,-1377,0,2010-04-20 02:00:00
4,-1189,0,2010-04-20 03:00:00
5,-1216,0,2010-04-20 04:00:00
6,-1052,0,2010-04-20 05:00:00
7,-1186,0,2010-04-20 06:00:00
8,-1450,0,2010-04-20 07:00:00
9,-1342,0,2010-04-20 08:00:00
10,-1068,0,2010-04-20 09:00:00
11,-1104,0,2010-04-20 10:00:00
12,-1064,0,2010-04-20 11:00:00
13,-1038,0,2010-04-20 12:00:00
14,-1075,0,2010-04-20 13:00:00
15,-1105,0,2010-04-20 14:00:00
16,-1202,0,2010-04-20 15:00:00
17,-624,0,2010-04-20 16:00:00
18,-721,0,2010-04-20 17:00:00
19,988,0,2010-04-20 18:00:00
20,688,0,2010-04-20 19:00:00
21,-663,0,2010-04-20 20:00:00
22,-1077,0,2010-04-20 21:00:00
23,-813,0,2010-04-20 22:00:00
24,-1178,0,2010-04-20 23:00:00
1,-225,0,2010-05-20
2,-286,0,2010-05-20 01:00:00
3,-326,0,2010-05-20 02:00:00
4,-424,0,2010-05-20 03:00:00
5,-338,0,2010-05-20 04:00:00
6,-66,0,2010-05-20 05:00:00
7,-142,0,2010-05-20 06:00:00
8,49,0,2010-05-20 07:00:00
9,-429,0,2010-05-20 08:00:00
10,-461,0,2010-05-20 09:00:00
11,-571,0,2010-05-20 10:00:00
12,-598,0,2010-05-20 11:00:00
13,-556,0,2010-05-20 12:00:00
14,-771,0,2010-05-20 13:00:00
15,-655,0,2010-05-20 14:00:00
16,-436,0,2010-05-20 15:00:00
17,-299,0,2010-05-20 16:00:00
18,1533,0,2010-05-20 17:00:00
19,1671,0,2010-05-20 18:00:00
20,1585,0,2010-05-20 19:00:00
21,432,0,2010-05-20 20:00:00
22,-5,0,2010-05-20 21:00:00
23,236,0,2010-05-20 22:00:00
24,-229,0,2010-05-20 23:00:00
1,-137,0,2010-06-20
2,-153,0,2010-06-20 01:00:00
3,-208,0,2010-06-20 02:00:00
4,-341,0,2010-06-20 03:00:00
5,-289,0,2010-06-20 04:00:00
6,-109,0,2010-06-20 05:00:00
7,342,0,2010-06-20 06:00:00
8,47,0,2010-06-20 07:00:00
9,212,0,2010-06-20 08:00:00
10,209,0,2010-06-20 09:00:00
11,204,0,2010-06-20 10:00:00
12,133,0,2010-06-20 11:00:00
13,136,0,2010-06-20 12:00:00
14,88,0,2010-06-20 13:00:00
15,43,0,2010-06-20 14:00:00
16,286,0,2010-06-20 15:00:00
17,777,0,2010-06-20 16:00:00
18,1839,-19,2010-06-20 17:00:00
19,1842,-1,2010-06-20 18:00:00
20,1876,36,2010-06-20 19:00:00
21,1299,357,2010-06-20 20:00:00
22,689,241,2010-06-20 21:00:00
23,-179,-32,2010-06-20 22:00:00
24,-235,-92,2010-06-20 23:00:00
1,-226,-25,2010-07-20
2,-280,-27,2010-07-20 01:00:00
3,-239,18,2010-07-20 02:00:00
4,-253,34,2010-07-20 03:00:00
5,-184,1,2010-07-20 04:00:00
6,-21,2,2010-07-20 05:00:00
7,981,81,2010-07-20 06:00:00
8,315,124,2010-07-20 07:00:00
9,-27,110,2010-07-20 08:00:00
10,29,485,2010-07-20 09:00:00
11,-33,523,2010-07-20 10:00:00
12,35,330,2010-07-20 11:00:00
13,205,249,2010-07-20 12:00:00
14,354,147,2010-07-20 13:00:00
15,342,129,2010-07-20 14:00:00
16,532,218,2010-07-20 15:00:00
17,325,222,2010-07-20 16:00:00
18,1704,269,2010-07-20 17:00:00
19,1708,261,2010-07-20 18:00:00
20,1718,376,2010-07-20 19:00:00
21,1282,479,2010-07-20 20:00:00
22,1391,193,2010-07-20 21:00:00
23,683,149,2010-07-20 22:00:00
24,31,118,2010-07-20 23:00:00
1,23,-22,2010-08-20
2,-52,-30,2010-08-20 01:00:00
3,-247,42,2010-08-20 02:00:00
4,-330,55,2010-08-20 03:00:00
5,-274,18,2010-08-20 04:00:00
6,-105,-11,2010-08-20 05:00:00
7,990,-70,2010-08-20 06:00:00
8,822,-6,2010-08-20 07:00:00
9,633,74,2010-08-20 08:00:00
10,639,149,2010-08-20 09:00:00
11,708,89,2010-08-20 10:00:00
12,702,60,2010-08-20 11:00:00
13,181,-11,2010-08-20 12:00:00
14,237,78,2010-08-20 13:00:00
15,193,85,2010-08-20 14:00:00
16,133,158,2010-08-20 15:00:00
17,40,262,2010-08-20 16:00:00
18,681,407,2010-08-20 17:00:00
19,1715,451,2010-08-20 18:00:00
20,1441,446,2010-08-20 19:00:00
21,722,173,2010-08-20 20:00:00
22,249,151,2010-08-20 21:00:00
23,-103,79,2010-08-20 22:00:00
24,-108,9,2010-08-20 23:00:00
1,-172,57,2010-09-20
2,-209,48,2010-09-20 01:00:00
3,-208,2,2010-09-20 02:00:00
4,-259,20,2010-09-20 03:00:00
5,-161,-13,2010-09-20 04:00:00
6,-148,-16,2010-09-20 05:00:00
7,273,-122,2010-09-20 06:00:00
8,-56,-5,2010-09-20 07:00:00
9,-539,103,2010-09-20 08:00:00
10,-589,38,2010-09-20 09:00:00
11,-530,43,2010-09-20 10:00:00
12,-476,57,2010-09-20 11:00:00
13,-343,54,2010-09-20 12:00:00
14,-190,68,2010-09-20 13:00:00
15,-10,96,2010-09-20 14:00:00
16,257,87,2010-09-20 15:00:00
17,-28,195,2010-09-20 16:00:00
18,397,249,2010-09-20 17:00:00
19,1274,280,2010-09-20 18:00:00
20,531,241,2010-09-20 19:00:00
21,-109,172,2010-09-20 20:00:00
22,-427,87,2010-09-20 21:00:00
23,-364,62,2010-09-20 22:00:00
24,-490,30,2010-09-20 23:00:00
1,-233,24,2010-10-20
2,-274,-12,2010-10-20 01:00:00
3,-181,-140,2010-10-20 02:00:00
4,-191,-132,2010-10-20 03:00:00
5,-154,-177,2010-10-20 04:00:00
6,-269,-134,2010-10-20 05:00:00
7,-357,-191,2010-10-20 06:00:00
8,22,-127,2010-10-20 07:00:00
9,-438,-145,2010-10-20 08:00:00
10,-411,-248,2010-10-20 09:00:00
11,-398,-233,2010-10-20 10:00:00
12,-390,-295,2010-10-20 11:00:00
13,-580,-313,2010-10-20 12:00:00
14,-810,-211,2010-10-20 13:00:00
15,-696,-178,2010-10-20 14:00:00
16,-531,-204,2010-10-20 15:00:00
17,-342,-114,2010-10-20 16:00:00
18,-622,-110,2010-10-20 17:00:00
19,59,47,2010-10-20 18:00:00
20,-414,-28,2010-10-20 19:00:00
21,-1286,-52,2010-10-20 20:00:00
22,-872,-213,2010-10-20 21:00:00
23,-447,-231,2010-10-20 22:00:00
24,-839,-79,2010-10-20 23:00:00
1,-1323,-8,2010-11-20
2,-1247,-66,2010-11-20 01:00:00
3,-1197,-85,2010-11-20 02:00:00
4,-1104,-163,2010-11-20 03:00:00
5,-1080,7,2010-11-20 04:00:00
6,-744,26,2010-11-20 05:00:00
7,959,15,2010-11-20 06:00:00
8,662,267,2010-11-20 07:00:00
9,-33,220,2010-11-20 08:00:00
10,93,130,2010-11-20 09:00:00
11,132,155,2010-11-20 10:00:00
12,189,19,2010-11-20 11:00:00
13,329,4,2010-11-20 12:00:00
14,309,-6,2010-11-20 13:00:00
15,484,-54,2010-11-20 14:00:00
16,560,-88,2010-11-20 15:00:00
17,414,-185,2010-11-20 16:00:00
18,1251,-277,2010-11-20 17:00:00
19,1620,-344,2010-11-20 18:00:00
20,1658,-286,2010-11-20 19:00:00
21,1092,-205,2010-11-20 20:00:00
22,807,-129,2010-11-20 21:00:00
23,-183,-248,2010-11-20 22:00:00
24,-753,-318,2010-11-20 23:00:00
1,-447,-82,2010-12-20
2,-621,33,2010-12-20 01:00:00
3,-578,19,2010-12-20 02:00:00
4,-560,-63,2010-12-20 03:00:00
5,-435,-41,2010-12-20 04:00:00
6,-71,79,2010-12-20 05:00:00
7,895,121,2010-12-20 06:00:00
8,757,91,2010-12-20 07:00:00
9,122,31,2010-12-20 08:00:00
10,-89,92,2010-12-20 09:00:00
11,73,72,2010-12-20 10:00:00
12,-1,128,2010-12-20 11:00:00
13,168,56,2010-12-20 12:00:00
14,284,-76,2010-12-20 13:00:00
15,412,-87,2010-12-20 14:00:00
16,292,-12,2010-12-20 15:00:00
17,-111,-46,2010-12-20 16:00:00
18,1515,49,2010-12-20 17:00:00
19,1499,35,2010-12-20 18:00:00
20,1249,49,2010-12-20 19:00:00
21,622,90,2010-12-20 20:00:00
22,433,7,2010-12-20 21:00:00
23,-453,-41,2010-12-20 22:00:00
24,-689,-96,2010-12-20 23:00:00
1,-1086,-21,2011-01-20
2,-1211,3,2011-01-20 01:00:00
3,-1243,11,2011-01-20 02:00:00
4,-1319,68,2011-01-20 03:00:00
5,-1343,169,2011-01-20 04:00:00
6,-1000,350,2011-01-20 05:00:00
7,484,349,2011-01-20 06:00:00
8,271,375,2011-01-20 07:00:00
9,-450,388,2011-01-20 08:00:00
10,-359,367,2011-01-20 09:00:00
11,-289,372,2011-01-20 10:00:00
12,-353,394,2011-01-20 11:00:00
13,-434,369,2011-01-20 12:00:00
14,-385,371,2011-01-20 13:00:00
15,-469,368,2011-01-20 14:00:00
16,-459,362,2011-01-20 15:00:00
17,-613,338,2011-01-20 16:00:00
18,-836,340,2011-01-20 17:00:00
19,-637,367,2011-01-20 18:00:00
20,-1202,345,2011-01-20 19:00:00
21,-1175,376,2011-01-20 20:00:00
22,-625,289,2011-01-20 21:00:00
23,-1149,173,2011-01-20 22:00:00
24,-1334,75,2011-01-20 23:00:00
1,-1153,-31,2011-02-20
2,-1125,-26,2011-02-20 01:00:00
3,-1203,-12,2011-02-20 02:00:00
4,-1288,15,2011-02-20 03:00:00
5,-1010,-18,2011-02-20 04:00:00
6,-674,101,2011-02-20 05:00:00
7,98,252,2011-02-20 06:00:00
8,410,452,2011-02-20 07:00:00
9,-622,241,2011-02-20 08:00:00
10,-847,193,2011-02-20 09:00:00
11,-833,193,2011-02-20 10:00:00
12,-979,338,2011-02-20 11:00:00
13,-972,561,2011-02-20 12:00:00
14,-1013,467,2011-02-20 13:00:00
15,-1085,387,2011-02-20 14:00:00
16,-1032,356,2011-02-20 15:00:00
17,-791,356,2011-02-20 16:00:00
18,-110,496,2011-02-20 17:00:00
19,-187,347,2011-02-20 18:00:00
20,21,374,2011-02-20 19:00:00
21,-110,479,2011-02-20 20:00:00
22,-218,523,2011-02-20 21:00:00
23,-778,250,2011-02-20 22:00:00
24,-848,141,2011-02-20 23:00:00
1,-523,213,2011-03-20
2,-459,69,2011-03-20 01:00:00
3,-513,40,2011-03-20 02:00:00
4,-494,107,2011-03-20 03:00:00
5,-465,126,2011-03-20 04:00:00
6,-399,363,2011-03-20 05:00:00
7,757,469,2011-03-20 06:00:00
8,682,469,2011-03-20 07:00:00
9,210,458,2011-03-20 08:00:00
10,-90,481,2011-03-20 09:00:00
11,-173,488,2011-03-20 10:00:00
12,-351,488,2011-03-20 11:00:00
13,-275,377,2011-03-20 12:00:00
14,-310,155,2011-03-20 13:00:00
15,-486,67,2011-03-20 14:00:00
16,-489,-15,2011-03-20 15:00:00
17,103,-40,2011-03-20 16:00:00
18,249,-5,2011-03-20 17:00:00
19,670,1,2011-03-20 18:00:00
20,764,-37,2011-03-20 19:00:00
21,1007,-168,2011-03-20 20:00:00
22,1027,-195,2011-03-20 21:00:00
23,531,-220,2011-03-20 22:00:00
24,-76,-116,2011-03-20 23:00:00
1,-695,-201,2011-04-20
2,-922,-188,2011-04-20 01:00:00
3,-855,-193,2011-04-20 02:00:00
4,-767,-117,2011-04-20 03:00:00
5,-370,-101,2011-04-20 04:00:00
6,228,-61,2011-04-20 05:00:00
7,1212,-17,2011-04-20 06:00:00
8,1446,-107,2011-04-20 07:00:00
9,289,-44,2011-04-20 08:00:00
10,-80,-230,2011-04-20 09:00:00
11,-336,-228,2011-04-20 10:00:00
12,-463,-302,2011-04-20 11:00:00
13,-664,-144,2011-04-20 12:00:00
14,-896,-208,2011-04-20 13:00:00
15,-919,-199,2011-04-20 14:00:00
16,-892,-141,2011-04-20 15:00:00
17,-424,19,2011-04-20 16:00:00
18,57,70,2011-04-20 17:00:00
19,230,41,2011-04-20 18:00:00
20,-19,-3,2011-04-20 19:00:00
21,237,-89,2011-04-20 20:00:00
22,-1,-87,2011-04-20 21:00:00
23,-834,-124,2011-04-20 22:00:00
24,-1045,-180,2011-04-20 23:00:00
1,-1420,-228,2011-05-20
2,-1356,-243,2011-05-20 01:00:00
3,-1513,-170,2011-05-20 02:00:00
4,-1290,-186,2011-05-20 03:00:00
5,-1396,-218,2011-05-20 04:00:00
6,-1408,114,2011-05-20 05:00:00
7,-135,83,2011-05-20 06:00:00
8,-176,-59,2011-05-20 07:00:00
9,-98,-92,2011-05-20 08:00:00
10,-102,-83,2011-05-20 09:00:00
11,23,-90,2011-05-20 10:00:00
12,-102,-30,2011-05-20 11:00:00
13,-90,17,2011-05-20 12:00:00
14,-123,20,2011-05-20 13:00:00
15,-191,14,2011-05-20 14:00:00
16,-210,-1,2011-05-20 15:00:00
17,-183,-37,2011-05-20 16:00:00
18,106,-57,2011-05-20 17:00:00
19,352,2,2011-05-20 18:00:00
20,350,-11,2011-05-20 19:00:00
21,487,-33,2011-05-20 20:00:00
22,625,-102,2011-05-20 21:00:00
23,204,-178,2011-05-20 22:00:00
24,-3,-211,2011-05-20 23:00:00
1,-272,-105,2011-06-20
2,-187,-12,2011-06-20 01:00:00
2,-146,8,2011-06-20 01:00:00
3,-95,11,2011-06-20 02:00:00
4,-123,11,2011-06-20 03:00:00
5,31,-54,2011-06-20 04:00:00
6,192,-121,2011-06-20 05:00:00
7,209,-34,2011-06-20 06:00:00
8,60,59,2011-06-20 07:00:00
9,149,128,2011-06-20 08:00:00
10,-109,164,2011-06-20 09:00:00
11,-195,284,2011-06-20 10:00:00
12,-470,271,2011-06-20 11:00:00
13,-434,284,2011-06-20 12:00:00
14,-465,299,2011-06-20 13:00:00
15,-160,336,2011-06-20 14:00:00
16,350,312,2011-06-20 15:00:00
17,420,352,2011-06-20 16:00:00
18,306,359,2011-06-20 17:00:00
19,442,423,2011-06-20 18:00:00
20,533,321,2011-06-20 19:00:00
21,542,230,2011-06-20 20:00:00
22,393,243,2011-06-20 21:00:00
23,-176,225,2011-06-20 22:00:00
24,-517,152,2011-06-20 23:00:00
1,-707,116,2011-07-20
2,-741,157,2011-07-20 01:00:00
3,-733,162,2011-07-20 02:00:00
4,-720,167,2011-07-20 03:00:00
5,-635,164,2011-07-20 04:00:00
6,-90,265,2011-07-20 05:00:00
7,177,300,2011-07-20 06:00:00
8,-455,395,2011-07-20 07:00:00
9,-706,509,2011-07-20 08:00:00
10,-832,526,2011-07-20 09:00:00
11,-693,466,2011-07-20 10:00:00
12,-849,580,2011-07-20 11:00:00
13,-848,585,2011-07-20 12:00:00
14,-828,541,2011-07-20 13:00:00
15,-813,533,2011-07-20 14:00:00
16,-348,458,2011-07-20 15:00:00
17,62,465,2011-07-20 16:00:00
18,56,471,2011-07-20 17:00:00
19,225,475,2011-07-20 18:00:00
20,215,446,2011-07-20 19:00:00
21,367,423,2011-07-20 20:00:00
22,501,454,2011-07-20 21:00:00
23,363,317,2011-07-20 22:00:00
24,54,355,2011-07-20 23:00:00
1,239,218,2011-08-20
2,196,191,2011-08-20 01:00:00
3,231,179,2011-08-20 02:00:00
4,217,126,2011-08-20 03:00:00
5,285,208,2011-08-20 04:00:00
6,-5,263,2011-08-20 05:00:00
7,899,405,2011-08-20 06:00:00
8,117,437,2011-08-20 07:00:00
9,-355,483,2011-08-20 08:00:00
10,-428,487,2011-08-20 09:00:00
11,-286,477,2011-08-20 10:00:00
12,-293,465,2011-08-20 11:00:00
13,-418,449,2011-08-20 12:00:00
14,-456,478,2011-08-20 13:00:00
15,-139,454,2011-08-20 14:00:00
16,-60,440,2011-08-20 15:00:00
17,-253,481,2011-08-20 16:00:00
18,-74,473,2011-08-20 17:00:00
19,175,463,2011-08-20 18:00:00
20,501,449,2011-08-20 19:00:00
21,640,487,2011-08-20 20:00:00
22,663,462,2011-08-20 21:00:00
23,477,334,2011-08-20 22:00:00
24,246,340,2011-08-20 23:00:00
1,450,343,2011-09-20
2,416,333,2011-09-20 01:00:00
3,448,330,2011-09-20 02:00:00
4,393,341,2011-09-20 03:00:00
5,513,340,2011-09-20 04:00:00
6,-128,351,2011-09-20 05:00:00
7,-277,481,2011-09-20 06:00:00
8,-581,475,2011-09-20 07:00:00
9,-851,476,2011-09-20 08:00:00
10,-683,452,2011-09-20 09:00:00
11,-497,457,2011-09-20 10:00:00
12,-864,471,2011-09-20 11:00:00
13,-992,476,2011-09-20 12:00:00
14,-1045,479,2011-09-20 13:00:00
15,-1098,474,2011-09-20 14:00:00
16,-1197,435,2011-09-20 15:00:00
17,-1094,441,2011-09-20 16:00:00
18,-471,466,2011-09-20 17:00:00
19,-673,450,2011-09-20 18:00:00
20,-419,413,2011-09-20 19:00:00
21,-577,470,2011-09-20 20:00:00
22,-601,470,2011-09-20 21:00:00
23,-548,389,2011-09-20 22:00:00
24,-512,435,2011-09-20 23:00:00
1,-602,452,2011-10-20
2,-420,489,2011-10-20 01:00:00
3,-367,503,2011-10-20 02:00:00
4,7,547,2011-10-20 03:00:00
5,492,498,2011-10-20 04:00:00
6,-144,515,2011-10-20 05:00:00
7,-255,499,2011-10-20 06:00:00
8,-663,524,2011-10-20 07:00:00
9,-946,494,2011-10-20 08:00:00
10,-1041,464,2011-10-20 09:00:00
11,-1112,498,2011-10-20 10:00:00
12,-899,521,2011-10-20 11:00:00
13,-1080,522,2011-10-20 12:00:00
14,-1123,555,2011-10-20 13:00:00
15,-1229,516,2011-10-20 14:00:00
16,-892,487,2011-10-20 15:00:00
17,-211,512,2011-10-20 16:00:00
18,-243,495,2011-10-20 17:00:00
19,-124,489,2011-10-20 18:00:00
20,-170,453,2011-10-20 19:00:00
21,-124,305,2011-10-20 20:00:00
22,-159,109,2011-10-20 21:00:00
23,-30,-58,2011-10-20 22:00:00
24,457,-103,2011-10-20 23:00:00
1,630,-55,2011-11-20
2,417,-34,2011-11-20 01:00:00
3,635,-116,2011-11-20 02:00:00
4,663,-126,2011-11-20 03:00:00
5,832,-1,2011-11-20 04:00:00
6,839,87,2011-11-20 05:00:00
7,327,144,2011-11-20 06:00:00
8,-52,176,2011-11-20 07:00:00
9,-252,131,2011-11-20 08:00:00
10,-231,165,2011-11-20 09:00:00
11,-267,185,2011-11-20 10:00:00
12,-182,154,2011-11-20 11:00:00
13,-80,172,2011-11-20 12:00:00
14,63,240,2011-11-20 13:00:00
15,6,306,2011-11-20 14:00:00
16,-407,340,2011-11-20 15:00:00
17,249,382,2011-11-20 16:00:00
18,406,386,2011-11-20 17:00:00
19,447,385,2011-11-20 18:00:00
20,307,354,2011-11-20 19:00:00
21,76,212,2011-11-20 20:00:00
22,67,162,2011-11-20 21:00:00
23,-190,46,2011-11-20 22:00:00
24,52,23,2011-11-20 23:00:00
1,495,12,2011-12-20
2,470,14,2011-12-20 01:00:00
3,451,-2,2011-12-20 02:00:00
4,502,-25,2011-12-20 03:00:00
5,954,-82,2011-12-20 04:00:00
6,830,-59,2011-12-20 05:00:00
7,537,98,2011-12-20 06:00:00
8,-168,202,2011-12-20 07:00:00
9,-47,190,2011-12-20 08:00:00
10,2,231,2011-12-20 09:00:00
11,53,150,2011-12-20 10:00:00
12,65,208,2011-12-20 11:00:00
13,6,289,2011-12-20 12:00:00
14,91,317,2011-12-20 13:00:00
15,151,312,2011-12-20 14:00:00
16,-24,443,2011-12-20 15:00:00
17,-94,503,2011-12-20 16:00:00
18,158,495,2011-12-20 17:00:00
19,67,486,2011-12-20 18:00:00
20,69,481,2011-12-20 19:00:00
21,136,468,2011-12-20 20:00:00
22,71,342,2011-12-20 21:00:00
23,-24,169,2011-12-20 22:00:00
24,289,121,2011-12-20 23:00:00
1,908,-289,2012-01-20
2,1102,-354,2012-01-20 01:00:00
3,1222,-277,2012-01-20 02:00:00
4,1130,-169,2012-01-20 03:00:00
5,927,-111,2012-01-20 04:00:00
6,370,298,2012-01-20 05:00:00
7,-158,395,2012-01-20 06:00:00
8,-235,466,2012-01-20 07:00:00
9,-231,483,2012-01-20 08:00:00
10,-328,515,2012-01-20 09:00:00
11,-280,438,2012-01-20 10:00:00
12,-312,407,2012-01-20 11:00:00
13,-352,426,2012-01-20 12:00:00
14,-343,454,2012-01-20 13:00:00
15,-252,446,2012-01-20 14:00:00
16,-309,474,2012-01-20 15:00:00
17,-153,394,2012-01-20 16:00:00
18,-71,464,2012-01-20 17:00:00
19,28,455,2012-01-20 18:00:00
20,-95,392,2012-01-20 19:00:00
21,-147,468,2012-01-20 20:00:00
22,-20,440,2012-01-20 21:00:00
23,140,335,2012-01-20 22:00:00
24,542,327,2012-01-20 23:00:00
1,500,330,2012-02-20
2,553,336,2012-02-20 01:00:00
3,499,196,2012-02-20 02:00:00
4,553,66,2012-02-20 03:00:00
5,540,205,2012-02-20 04:00:00
6,320,309,2012-02-20 05:00:00
7,-17,451,2012-02-20 06:00:00
8,-90,462,2012-02-20 07:00:00
9,-96,451,2012-02-20 08:00:00
10,-332,496,2012-02-20 09:00:00
11,-513,490,2012-02-20 10:00:00
12,-439,316,2012-02-20 11:00:00
13,-451,314,2012-02-20 12:00:00
14,-340,446,2012-02-20 13:00:00
15,-316,473,2012-02-20 14:00:00
16,-213,459,2012-02-20 15:00:00
17,21,486,2012-02-20 16:00:00
18,55,478,2012-02-20 17:00:00
19,149,469,2012-02-20 18:00:00
20,79,449,2012-02-20 19:00:00
21,90,442,2012-02-20 20:00:00
22,171,427,2012-02-20 21:00:00
23,156,350,2012-02-20 22:00:00
24,349,301,2012-02-20 23:00:00
1,397,3,2012-03-20
2,585,114,2012-03-20 01:00:00
3,725,-87,2012-03-20 02:00:00
4,852,-283,2012-03-20 03:00:00
5,916,-373,2012-03-20 04:00:00
6,748,-325,2012-03-20 05:00:00
7,1261,-331,2012-03-20 06:00:00
8,975,-237,2012-03-20 07:00:00
9,377,-173,2012-03-20 08:00:00
10,429,-329,2012-03-20 09:00:00
11,398,-331,2012-03-20 10:00:00
12,498,-521,2012-03-20 11:00:00
13,997,-644,2012-03-20 12:00:00
14,949,-550,2012-03-20 13:00:00
15,925,-532,2012-03-20 14:00:00
16,1190,-362,2012-03-20 15:00:00
17,533,-41,2012-03-20 16:00:00
18,576,-147,2012-03-20 17:00:00
19,574,-318,2012-03-20 18:00:00
20,514,-444,2012-03-20 19:00:00
21,484,-581,2012-03-20 20:00:00
22,226,-540,2012-03-20 21:00:00
23,342,-899,2012-03-20 22:00:00
24,340,-939,2012-03-20 23:00:00
1,623,-943,2012-04-20
2,835,-911,2012-04-20 01:00:00
3,795,-951,2012-04-20 02:00:00
4,861,-947,2012-04-20 03:00:00
5,1014,-938,2012-04-20 04:00:00
6,1283,-911,2012-04-20 05:00:00
7,1521,-723,2012-04-20 06:00:00
8,1090,-333,2012-04-20 07:00:00
9,906,-233,2012-04-20 08:00:00
10,1138,-185,2012-04-20 09:00:00
11,1076,-4,2012-04-20 10:00:00
12,1081,-130,2012-04-20 11:00:00
13,1002,-192,2012-04-20 12:00:00
14,859,-168,2012-04-20 13:00:00
15,827,-171,2012-04-20 14:00:00
16,968,109,2012-04-20 15:00:00
17,527,355,2012-04-20 16:00:00
18,522,381,2012-04-20 17:00:00
19,710,384,2012-04-20 18:00:00
20,786,371,2012-04-20 19:00:00
21,1063,24,2012-04-20 20:00:00
22,1058,-96,2012-04-20 21:00:00
23,1037,-239,2012-04-20 22:00:00
24,912,-328,2012-04-20 23:00:00
1,964,-363,2012-05-20
2,964,-345,2012-05-20 01:00:00
3,1036,-204,2012-05-20 02:00:00
4,1273,-223,2012-05-20 03:00:00
5,1293,-26,2012-05-20 04:00:00
6,1112,292,2012-05-20 05:00:00
7,277,466,2012-05-20 06:00:00
8,-123,491,2012-05-20 07:00:00
9,-273,480,2012-05-20 08:00:00
10,-507,464,2012-05-20 09:00:00
11,-717,484,2012-05-20 10:00:00
12,-256,503,2012-05-20 11:00:00
13,-234,480,2012-05-20 12:00:00
14,-33,360,2012-05-20 13:00:00
15,78,492,2012-05-20 14:00:00
16,16,502,2012-05-20 15:00:00
17,-79,451,2012-05-20 16:00:00
18,-69,434,2012-05-20 17:00:00
19,-208,497,2012-05-20 18:00:00
20,-196,398,2012-05-20 19:00:00
21,-99,132,2012-05-20 20:00:00
22,55,-195,2012-05-20 21:00:00
23,324,-244,2012-05-20 22:00:00
24,702,-243,2012-05-20 23:00:00
1,808,-112,2012-06-20
2,823,-107,2012-06-20 01:00:00
3,884,-108,2012-06-20 02:00:00
4,1119,-94,2012-06-20 03:00:00
5,923,165,2012-06-20 04:00:00
6,573,372,2012-06-20 05:00:00
7,175,446,2012-06-20 06:00:00
8,66,435,2012-06-20 07:00:00
9,-310,475,2012-06-20 08:00:00
10,-545,474,2012-06-20 09:00:00
11,-835,501,2012-06-20 10:00:00
12,-589,502,2012-06-20 11:00:00
13,-618,493,2012-06-20 12:00:00
14,-456,468,2012-06-20 13:00:00
15,-357,438,2012-06-20 14:00:00
16,-53,455,2012-06-20 15:00:00
17,-166,463,2012-06-20 16:00:00
18,-404,503,2012-06-20 17:00:00
19,-229,500,2012-06-20 18:00:00
20,-159,474,2012-06-20 19:00:00
21,-191,111,2012-06-20 20:00:00
22,86,-32,2012-06-20 21:00:00
23,678,-122,2012-06-20 22:00:00
24,857,-347,2012-06-20 23:00:00
1,1191,-698,2012-07-20
2,1224,-928,2012-07-20 01:00:00
3,1317,-976,2012-07-20 02:00:00
4,1471,-941,2012-07-20 03:00:00
5,1724,-938,2012-07-20 04:00:00
6,2041,-852,2012-07-20 05:00:00
7,1582,-637,2012-07-20 06:00:00
8,1448,-594,2012-07-20 07:00:00
9,965,-622,2012-07-20 08:00:00
10,1146,-831,2012-07-20 09:00:00
11,1139,-873,2012-07-20 10:00:00
12,1214,-871,2012-07-20 11:00:00
13,1469,-861,2012-07-20 12:00:00
14,1494,-842,2012-07-20 13:00:00
15,1391,-777,2012-07-20 14:00:00
16,1574,-568,2012-07-20 15:00:00
17,1404,-672,2012-07-20 16:00:00
18,1566,-651,2012-07-20 17:00:00
19,1665,-655,2012-07-20 18:00:00
20,1478,-599,2012-07-20 19:00:00
21,1543,-883,2012-07-20 20:00:00
22,1542,-938,2012-07-20 21:00:00
23,1589,-965,2012-07-20 22:00:00
24,1710,-940,2012-07-20 23:00:00
1,1246,-956,2012-08-20
